,,Kansai,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kansai
1/6/23,3:00,4955,7010,1067,0,68,2955,21,0,136,3155,0,0,0,19367,16.42
1/6/23,4:00,4956,7124,1124,0,67,2484,18,0,137,3679,0,0,0,19589,21.58
1/6/23,5:00,4956,7825,1337,0,67,1807,17,0,126,3329,0,0,0,19464,22.56
1/6/23,6:00,4956,9267,1698,0,67,895,13,0,137,2206,0,0,0,19239,23.01
1/6/23,7:00,4956,10934,2074,0,67,191,5,0,342,1178,0,0,0,19746,25.35
1/6/23,8:00,4959,11156,2166,0,67,0,3,0,515,1316,0,0,0,20182,26.17
1/6/23,9:00,4959,11074,2265,0,67,0,3,0,394,1232,0,0,0,19994,26
1/6/23,10:00,4960,10379,2274,0,67,0,1,0,270,1537,0,0,0,19488,25.36
1/6/23,11:00,4961,9846,2166,0,67,0,0,0,227,1680,0,0,0,18946,23.77
1/6/23,12:00,4961,9515,1683,0,67,0,1,0,188,1920,0,0,0,18336,23.32
1/6/23,13:00,4961,8650,1087,0,67,0,1,0,189,2473,0,0,0,17427,21.9
1/6/23,14:00,4961,7604,759,0,67,0,1,0,164,3132,0,0,0,16689,17.82
1/6/23,15:00,4960,6548,607,0,67,0,1,-479,0,3991,0,0,0,15696,21.8
1/6/23,16:00,4961,6224,495,0,67,0,2,-500,0,3986,0,0,0,15234,20.5
1/6/23,17:00,4960,6396,471,0,67,0,1,-385,0,3855,0,0,0,15366,21.09
1/6/23,18:00,4960,6416,410,0,67,0,1,-294,0,3778,0,0,0,15338,20.65
1/6/23,19:00,4961,6437,391,0,67,0,2,-493,0,3647,0,0,0,15012,21.09
1/6/23,20:00,4961,6283,389,0,67,0,1,-254,0,3482,0,0,0,14928,19.97
1/6/23,21:00,4961,6684,403,0,67,0,1,0,77,3408,0,0,0,15601,19.91
1/6/23,22:00,4960,7462,840,0,67,68,0,0,274,3237,0,0,0,16910,22.66
1/6/23,23:00,4960,8116,1678,0,67,592,1,0,222,3363,0,0,0,18999,22.52
1/7/23,0:00,4960,6559,1898,0,67,1541,3,-250,0,4885,0,0,0,19664,22.2
1/7/23,1:00,4961,5702,1911,0,67,2417,3,-703,0,4794,0,0,0,19151,20.53
1/7/23,2:00,4961,6084,893,0,67,2421,6,-1110,0,5370,0,0,0,18693,20.57
1/7/23,3:00,4961,6007,596,0,67,1580,7,-458,0,5369,0,0,0,18130,18.18
1/7/23,4:00,4960,6036,577,0,67,1114,18,0,240,5387,0,0,0,18399,19.81
1/7/23,5:00,4960,6189,734,0,67,796,46,0,148,5528,0,0,0,18469,20.9
1/7/23,6:00,4961,6245,1399,0,67,537,82,-186,0,5220,0,0,0,18324,19.73
1/7/23,7:00,4961,7998,1894,0,67,150,90,-3,0,3382,0,0,0,18539,21.69
1/7/23,8:00,4960,9152,2049,0,67,0,92,0,206,2454,0,0,0,18982,23.92
1/7/23,9:00,4960,9050,2033,0,67,0,86,0,140,2609,0,0,0,18946,24.15
1/7/23,10:00,4960,9018,1756,0,67,0,110,0,136,2514,0,0,0,18562,22.99
1/7/23,11:00,4960,9139,1419,0,67,0,97,0,135,2216,0,0,0,18033,23.26
1/7/23,12:00,4960,8576,951,0,67,0,112,0,173,2508,0,0,0,17347,22.62
1/7/23,13:00,4961,8003,703,0,67,0,106,0,217,2465,0,0,0,16522,21.78
1/7/23,14:00,4961,7149,581,0,67,0,109,0,140,2672,0,0,0,15679,19.91
1/7/23,15:00,4962,6444,476,0,67,0,113,0,153,2438,0,0,0,14653,22.38
1/7/23,16:00,4962,6642,429,0,67,0,113,0,128,1915,0,0,0,14256,20.68
1/7/23,17:00,4962,6653,394,0,67,0,105,0,156,1962,0,0,0,14299,20.55
1/7/23,18:00,4962,6766,387,0,67,0,97,0,204,1759,0,0,0,14242,21.09
1/7/23,19:00,4962,6604,384,0,67,0,88,0,135,1767,0,0,0,14007,20
1/7/23,20:00,4963,6474,385,0,67,0,92,0,137,1556,0,0,0,13675,19.78
1/7/23,21:00,4961,6629,398,0,67,0,66,0,138,1699,0,0,0,13959,20.55
1/7/23,22:00,4961,6738,559,0,67,106,68,0,242,2099,0,0,0,14840,21.2
1/7/23,23:00,4961,5560,1134,0,67,875,58,0,49,3263,0,0,0,15969,18.79
1/8/23,0:00,4961,5346,1200,0,67,1868,54,-757,0,3943,0,0,0,16682,17.95
1/8/23,1:00,4960,4256,1095,0,67,2523,61,-1305,0,4761,0,0,0,16419,9.81
1/8/23,2:00,4960,4444,630,0,67,3196,48,-2116,0,4663,0,0,0,15893,5
1/8/23,3:00,4960,4743,552,0,67,3059,51,-2063,0,4251,0,0,0,15620,4.65
1/8/23,4:00,4961,4629,579,0,67,2733,47,-2047,0,4229,0,0,0,15198,0.71
1/8/23,5:00,4961,5355,658,0,67,1819,55,-1881,0,4046,0,0,0,15080,7.05
1/8/23,6:00,4960,5445,943,0,67,880,55,-1426,0,4263,0,0,0,15188,18.96
1/8/23,7:00,4961,5718,1848,0,67,207,41,-375,0,3237,0,0,0,15704,20.86
1/8/23,8:00,4961,7289,2067,0,67,0,27,0,310,2316,0,0,0,17036,23.42
1/8/23,9:00,4962,7545,2170,0,67,0,30,0,113,2590,0,0,0,17477,22.84
1/8/23,10:00,4962,7498,2150,0,67,0,27,0,126,2563,0,0,0,17393,22.41
1/8/23,11:00,4962,7969,1993,0,67,0,21,0,151,2036,0,0,0,17199,21.75
1/8/23,12:00,4962,7741,1602,0,67,0,19,0,214,2039,0,0,0,16643,21.74
1/8/23,13:00,4962,7240,941,0,67,0,19,0,203,2281,0,0,0,15712,21.49
1/8/23,14:00,4962,7314,693,0,67,0,21,0,133,1922,0,0,0,15112,19.53
1/8/23,15:00,4962,6454,442,0,67,0,19,-2,0,2412,0,0,0,14353,20.39
1/8/23,16:00,4962,7059,398,0,67,0,18,0,141,1404,0,0,0,14048,18.01
1/8/23,17:00,4961,7216,375,0,67,0,16,0,127,1518,0,0,0,14280,20.32
1/8/23,18:00,4961,7387,376,0,67,0,20,0,123,1401,0,0,0,14335,21.35
1/8/23,19:00,4961,7287,375,0,67,0,21,0,128,1309,0,0,0,14148,21.5
1/8/23,20:00,4961,6828,373,0,67,0,19,0,133,1644,0,0,0,14025,19.2
1/8/23,21:00,4961,7536,387,0,67,0,21,0,130,1553,0,0,0,14655,20.44
1/8/23,22:00,4961,7990,781,0,67,103,16,0,133,1783,0,0,0,15835,22.88
1/8/23,23:00,4961,7699,1267,0,67,968,10,0,192,2255,0,0,0,17419,24.18
1/9/23,0:00,4961,6300,1324,0,67,2287,5,-220,0,3528,0,0,0,18250,21.18
1/9/23,1:00,4961,5949,677,0,67,3350,5,-919,0,3974,0,0,0,18063,18.29
1/9/23,2:00,4962,5952,554,0,67,3998,6,-1241,0,3328,0,0,0,17625,13
1/9/23,3:00,4961,5959,536,0,67,4080,7,-1197,0,2526,0,0,0,16938,6.5
1/9/23,4:00,4961,6164,587,0,67,3627,8,-1510,0,2791,0,0,0,16695,13.68
1/9/23,5:00,4961,6181,688,0,67,2603,12,-1428,0,3314,0,0,0,16397,17.58
1/9/23,6:00,4961,6439,1125,0,67,1247,12,-581,0,2994,0,0,0,16264,20.72
1/9/23,7:00,4961,7470,1812,0,67,243,7,0,112,2165,0,0,0,16837,22.62
1/9/23,8:00,4961,8655,2110,0,67,0,2,0,126,2090,0,0,0,18011,24.15
1/9/23,9:00,4961,8884,2123,0,67,0,2,0,121,2096,0,0,0,18253,24.54
1/9/23,10:00,4961,8860,2118,0,67,0,2,0,64,1947,0,0,0,18019,24.46
1/9/23,11:00,4961,8345,1935,0,67,0,4,0,99,2207,0,0,0,17619,23.54
1/9/23,12:00,4961,7876,1593,0,67,0,11,0,126,2257,0,0,0,16891,21.95
1/9/23,13:00,4961,7239,837,0,67,0,13,0,122,2482,0,0,0,15722,21.24
1/9/23,14:00,4962,6970,662,0,67,0,37,-151,0,2346,0,0,0,14893,19.66
1/9/23,15:00,4962,6779,487,0,67,0,77,-991,0,2422,0,0,0,13804,20.29
1/9/23,16:00,4960,6745,488,0,67,0,120,-391,0,1628,0,0,0,13616,20
1/9/23,17:00,4960,6677,454,0,67,0,132,0,115,1677,0,0,0,14083,20
1/9/23,18:00,4960,6831,451,0,67,0,137,0,120,1863,0,0,0,14429,20
1/9/23,19:00,4960,6906,448,0,67,0,130,0,131,1964,0,0,0,14607,19.91
1/9/23,20:00,4961,7333,450,0,67,0,124,0,126,1934,0,0,0,14996,19.87
1/9/23,21:00,4962,8865,544,0,67,0,127,0,169,1763,0,0,0,16498,20.75
1/9/23,22:00,4962,10586,1002,0,67,95,127,0,172,1489,0,0,0,18500,22.45
1/9/23,23:00,4961,10917,1664,0,67,875,105,0,228,1730,0,0,0,20547,23.02
1/10/23,0:00,4961,9525,1932,0,67,1902,121,0,145,2927,0,0,0,21579,22.32
1/10/23,1:00,4961,8443,1945,0,67,2533,117,-10,0,3228,0,0,0,21284,17.84
1/10/23,2:00,4960,8909,1410,0,67,2511,127,0,145,2940,0,0,0,21071,18.7
1/10/23,3:00,4961,8084,1074,0,67,2320,129,-24,0,3524,0,0,0,20135,14.87
1/10/23,4:00,4961,8271,1100,0,67,2295,140,0,186,3573,0,0,0,20593,17.72
1/10/23,5:00,4961,8193,1314,0,67,1961,131,0,157,3524,0,0,0,20308,15.51
1/10/23,6:00,4961,8832,1715,0,67,1087,123,-56,0,3513,0,0,0,20241,20.66
1/10/23,7:00,4961,10976,2114,0,67,243,116,0,176,2096,0,0,0,20748,22.61
1/10/23,8:00,4961,12129,2260,0,67,0,101,0,232,1530,0,0,0,21280,26
1/10/23,9:00,4961,11855,2145,0,67,0,106,0,147,1904,0,0,0,21186,25.99
1/10/23,10:00,4961,11355,2019,0,67,0,108,0,77,1970,0,0,0,20557,24.37
1/10/23,11:00,4960,11238,1628,0,67,0,101,0,0,1973,0,0,0,19968,22.55
1/10/23,12:00,4961,10652,1273,0,67,0,94,0,0,2263,0,0,0,19311,21.65
1/10/23,13:00,4960,10336,913,0,67,0,81,0,0,1901,0,0,0,18258,21.3
1/10/23,14:00,4960,9909,620,0,67,0,75,0,54,1690,0,0,0,17374,20.62
1/10/23,15:00,4960,8353,502,0,67,0,58,0,157,2228,0,0,0,16326,21.23
1/10/23,16:00,4960,8716,490,0,67,0,59,0,119,1510,0,0,0,15922,19.68
1/10/23,17:00,4960,8641,478,0,67,0,62,0,125,1734,0,0,0,16066,19.78
1/10/23,18:00,4960,8451,478,0,67,0,62,0,119,1981,0,0,0,16119,19.92
1/10/23,19:00,4961,8639,490,0,67,0,51,0,133,1656,0,0,0,15996,20.55
1/10/23,20:00,4961,9105,494,0,67,0,66,0,122,1541,0,0,0,16356,21.56
1/10/23,21:00,4959,11181,583,0,67,0,48,0,250,1101,0,0,0,18189,23
1/10/23,22:00,4960,12016,1190,0,67,93,40,0,368,1562,0,0,0,20296,25.79
1/10/23,23:00,4960,11687,1794,0,67,876,22,0,485,2266,0,0,0,22158,27.01
1/11/23,0:00,4961,9534,1923,0,67,2038,9,0,267,4117,0,0,0,22915,24.93
1/11/23,1:00,4961,7904,1487,0,67,3223,7,-15,0,4259,0,0,0,21893,21.02
1/11/23,2:00,4961,7993,1087,0,67,4047,7,-286,0,3165,0,0,0,21042,17.26
1/11/23,3:00,4960,7601,1018,0,67,4153,11,-784,0,2564,0,0,0,19591,12.1
1/11/23,4:00,4960,7915,1020,0,67,3750,16,-257,0,2298,0,0,0,19768,16.25
1/11/23,5:00,4960,8105,1124,0,67,2797,19,-289,0,2589,0,0,0,19372,18.9
1/11/23,6:00,4960,9116,1650,0,67,1437,20,-19,0,2169,0,0,0,19401,22.16
1/11/23,7:00,4960,11031,2002,0,67,318,13,0,141,1632,0,0,0,20166,23.5
1/11/23,8:00,4959,11840,2150,0,67,0,13,0,219,1707,0,0,0,20956,24.41
1/11/23,9:00,4959,11609,2060,0,67,0,7,0,161,2145,0,0,0,21010,26.31
1/11/23,10:00,4959,10870,1940,0,67,0,5,0,131,2679,0,0,0,20653,23.68
1/11/23,11:00,4960,10720,1798,0,67,0,1,0,122,2474,0,0,0,20142,22.85
1/11/23,12:00,4960,10388,1496,0,67,0,1,0,214,2362,0,0,0,19490,22.38
1/11/23,13:00,4961,9746,896,0,67,0,4,0,204,2549,0,0,0,18427,20.8
1/11/23,14:00,4960,9354,536,0,67,0,3,0,440,2227,0,0,0,17588,18.72
1/11/23,15:00,4960,8066,477,0,67,0,1,0,143,2835,0,0,0,16550,20.81
1/11/23,16:00,4961,8341,443,0,67,0,1,0,136,2169,0,0,0,16118,20
1/11/23,17:00,4961,8259,418,0,67,0,1,0,128,2377,0,0,0,16210,20.69
1/11/23,18:00,4961,8417,415,0,67,0,0,0,129,2219,0,0,0,16209,21.27
1/11/23,19:00,4962,8383,414,0,67,0,0,0,127,2072,0,0,0,16024,21.3
1/11/23,20:00,4962,8806,419,0,67,0,0,0,132,1956,0,0,0,16341,21.56
1/11/23,21:00,4961,10583,536,0,67,0,0,0,193,1841,0,0,0,18181,22.46
1/11/23,22:00,4960,12056,1187,0,67,101,0,0,231,1592,0,0,0,20194,24.66
1/11/23,23:00,4960,11442,1816,0,67,1017,1,0,165,2503,0,0,0,21971,23.29
1/12/23,0:00,4962,9009,1956,0,67,2434,3,0,103,4007,0,0,0,22541,22.44
1/12/23,1:00,4961,7350,1569,0,67,3513,5,-131,0,4397,0,0,0,21732,19.81
1/12/23,2:00,4962,6937,1126,0,67,4128,6,-410,0,4015,0,0,0,20831,17.59
1/12/23,3:00,4961,6953,997,0,67,4199,7,-787,0,2981,0,0,0,19378,10.89
1/12/23,4:00,4961,7148,1012,0,67,3783,7,-710,0,3241,0,0,0,19508,14.61
1/12/23,5:00,4961,7145,1111,0,67,2818,5,-760,0,3717,0,0,0,19063,19.47
1/12/23,6:00,4961,7690,1576,0,67,1455,3,-438,0,3439,0,0,0,18754,20.87
1/12/23,7:00,4961,9557,1863,0,67,328,1,0,252,2213,0,0,0,19242,21.8
1/12/23,8:00,4961,10712,2221,0,67,1,0,0,181,1811,0,0,0,19955,23.44
1/12/23,9:00,4960,10569,2152,0,67,0,0,0,131,2207,0,0,0,20087,23.72
1/12/23,10:00,4960,10018,2072,0,67,0,1,0,140,2340,0,0,0,19599,22.54
1/12/23,11:00,4959,9915,1750,0,67,0,3,0,132,2189,0,0,0,19016,21.58
1/12/23,12:00,4959,9735,1371,0,67,0,4,0,141,2114,0,0,0,18391,21.36
1/12/23,13:00,4959,8873,907,0,67,0,5,0,129,2405,0,0,0,17345,20.28
1/12/23,14:00,4960,8660,516,0,67,0,6,0,143,2071,0,0,0,16424,19.64
1/12/23,15:00,4961,7343,463,0,67,0,4,0,137,2452,0,0,0,15427,19.87
1/12/23,16:00,4961,7754,444,0,67,0,3,0,136,1643,0,0,0,15009,19.86
1/12/23,17:00,4960,8028,416,0,67,0,6,0,131,1719,0,0,0,15328,20.28
1/12/23,18:00,4960,8238,405,0,67,0,13,0,135,1665,0,0,0,15482,19.2
1/12/23,19:00,4960,8109,406,0,67,0,15,0,147,1714,0,0,0,15418,20
1/12/23,20:00,4960,8127,414,0,67,0,13,0,140,1926,0,0,0,15647,20.55
1/12/23,21:00,4960,8908,529,0,67,0,18,0,431,2213,0,0,0,17126,20.51
1/12/23,22:00,4961,9826,1178,0,67,86,25,0,270,2333,0,0,0,18746,21.6
1/12/23,23:00,4962,10286,1702,0,67,802,41,0,473,2101,0,0,0,20433,22.73
1/13/23,0:00,4962,9254,1917,0,67,1873,58,0,155,2786,0,0,0,21072,25.6
1/13/23,1:00,4963,8697,1627,0,67,2200,81,0,201,2780,0,0,0,20616,21.8
1/13/23,2:00,4962,8287,1228,0,67,2069,119,0,154,3314,0,0,0,20200,19.36
1/13/23,3:00,4962,8345,1171,0,67,1672,138,-273,0,2985,0,0,0,19068,13.01
1/13/23,4:00,4961,8912,1481,0,67,1142,148,0,270,2498,0,0,0,19479,19.69
1/13/23,5:00,4961,9402,1606,0,67,777,141,0,317,2056,0,0,0,19327,20.78
1/13/23,6:00,4961,9108,1815,0,67,336,137,0,316,2366,0,0,0,19108,21.47
1/13/23,7:00,4962,9922,2190,0,67,83,147,0,260,1790,0,0,0,19421,21.44
1/13/23,8:00,4962,10021,2205,0,67,0,152,0,148,1850,0,0,0,19405,21.3
1/13/23,9:00,4962,9934,1932,0,67,0,157,0,156,1785,0,0,0,18993,21.3
1/13/23,10:00,4962,9499,1538,0,67,0,159,0,190,1960,0,0,0,18376,21.4
1/13/23,11:00,4962,8882,1258,0,67,0,149,0,194,2147,0,0,0,17660,21.43
1/13/23,12:00,4962,8349,976,0,67,0,152,0,142,2185,0,0,0,16834,21.46
1/13/23,13:00,4963,7582,833,0,67,0,146,0,158,2299,0,0,0,16049,20.68
1/13/23,14:00,4963,7163,770,0,67,0,136,0,139,1902,0,0,0,15140,18.85
1/13/23,15:00,4963,7115,651,0,67,0,114,-466,0,1908,0,0,0,14352,17.67
1/13/23,16:00,4963,7459,595,0,67,0,99,-514,0,1309,0,0,0,13978,17.66
1/13/23,17:00,4963,7328,572,0,67,0,76,-313,0,1531,0,0,0,14225,17.8
1/13/23,18:00,4963,6960,673,0,67,0,73,-270,0,1905,0,0,0,14371,17.79
1/13/23,19:00,4963,6871,503,0,67,0,64,0,79,1437,0,0,0,13984,17.63
1/13/23,20:00,4963,6645,449,0,67,0,62,0,54,1260,0,0,0,13501,17.51
1/13/23,21:00,4963,6870,462,0,67,0,49,0,110,1056,0,0,0,13577,17.59
1/13/23,22:00,4962,7347,579,0,67,31,44,0,322,1296,0,0,0,14648,17.69
1/13/23,23:00,4962,8152,1093,0,67,321,22,0,202,1611,0,0,0,16430,19.25
1/14/23,0:00,4961,8430,1404,0,67,560,14,0,152,1965,0,0,0,17554,20.15
1/14/23,1:00,4962,8205,1471,0,67,711,14,0,141,2005,0,0,0,17576,20.2
1/14/23,2:00,4962,8467,985,0,67,854,8,0,150,1866,0,0,0,17358,20.33
1/14/23,3:00,4961,7872,721,0,67,1030,3,-164,0,2349,0,0,0,16838,18.69
1/14/23,4:00,4961,8151,713,0,67,1103,2,-273,0,1990,0,0,0,16715,18.56
1/14/23,5:00,4961,7956,803,0,67,837,5,0,119,1641,0,0,0,16388,18.94
1/14/23,6:00,4962,7656,1259,0,67,468,16,-87,0,1768,0,0,0,16109,19.18
1/14/23,7:00,4962,7919,1458,0,67,122,33,-433,0,2188,0,0,0,16316,19.46
1/14/23,8:00,4962,7986,1526,0,67,1,38,-421,0,2461,0,0,0,16619,18.61
1/14/23,9:00,4962,7761,1312,0,67,0,33,0,110,2352,0,0,0,16596,18.41
1/14/23,10:00,4962,7587,959,0,67,0,37,0,147,2436,0,0,0,16195,18.48
1/14/23,11:00,4961,7121,970,0,67,0,56,0,85,2456,0,0,0,15717,18.1
1/14/23,12:00,4961,6861,967,0,67,0,60,-457,0,2573,0,0,0,15033,18.19
1/14/23,13:00,4961,6640,967,0,67,0,68,-889,0,2434,0,0,0,14249,18.21
1/14/23,14:00,4961,6716,981,0,67,0,72,-870,0,1749,0,0,0,13675,14.64
1/14/23,15:00,4962,6318,951,0,67,0,73,-1226,0,1724,0,0,0,12869,17.44
1/14/23,16:00,4962,6258,952,0,67,0,70,-1317,0,1585,0,0,0,12576,17.25
1/14/23,17:00,4961,6185,922,0,67,0,87,-1258,0,1968,0,0,0,12933,17.43
1/14/23,18:00,4962,6211,872,0,67,0,74,-1046,0,2047,0,0,0,13186,17.55
1/14/23,19:00,4963,6218,940,0,67,0,78,-1072,0,1845,0,0,0,13038,17.53
1/14/23,20:00,4964,6117,820,0,67,0,72,-1173,0,1554,0,0,0,12421,15.08
1/14/23,21:00,4963,6224,808,0,67,0,80,-786,0,1007,0,0,0,12364,15.25
1/14/23,22:00,4962,6179,796,0,67,93,86,-292,0,1193,0,0,0,13084,17.04
1/14/23,23:00,4962,6459,928,0,67,541,84,-36,0,1315,0,0,0,14321,17.48
1/15/23,0:00,4962,6447,1199,0,67,981,91,-199,0,1402,0,0,0,14951,15.04
1/15/23,1:00,4962,6252,1187,0,67,1700,82,-1441,0,2044,0,0,0,14852,9.51
1/15/23,2:00,4962,6439,764,0,67,2332,41,-1483,0,1738,0,0,0,14859,10.68
1/15/23,3:00,4962,6444,661,0,67,1736,31,-971,0,2020,0,0,0,14950,8.52
1/15/23,4:00,4961,6599,706,0,67,1212,29,-1041,0,2268,0,0,0,14802,11.61
1/15/23,5:00,4961,6482,806,0,67,880,29,-1101,0,2523,0,0,0,14648,17.19
1/15/23,6:00,4962,6659,1038,0,67,572,19,-768,0,2161,0,0,0,14709,17.85
1/15/23,7:00,4961,7094,1328,0,67,185,10,-16,0,1400,0,0,0,15030,18.78
1/15/23,8:00,4961,7761,1639,0,67,1,13,0,506,1172,0,0,0,16120,20.34
1/15/23,9:00,4961,8000,1667,0,67,0,11,0,241,1587,0,0,0,16536,20.29
1/15/23,10:00,4962,7688,1556,0,67,0,10,0,246,1810,0,0,0,16339,20
1/15/23,11:00,4962,6984,1427,0,67,0,3,0,238,2304,0,0,0,15984,19.95
1/15/23,12:00,4962,6590,1031,0,67,0,2,0,259,2353,0,0,0,15265,19.47
1/15/23,13:00,4962,6406,819,0,67,0,1,0,237,1877,0,0,0,14370,18.38
1/15/23,14:00,4962,6395,795,0,67,0,3,-71,0,1468,0,0,0,13619,17.31
1/15/23,15:00,4963,6434,771,0,67,0,9,-586,0,1130,0,0,0,12788,17.5
1/15/23,16:00,4962,6578,707,0,67,0,16,-416,0,655,0,0,0,12569,17.28
1/15/23,17:00,4962,6906,568,0,67,0,21,-259,0,774,0,0,0,13039,17.09
1/15/23,18:00,4962,7320,568,0,67,0,32,-279,0,651,0,0,0,13322,16.47
1/15/23,19:00,4963,7565,568,0,67,0,33,-820,0,1019,0,0,0,13395,17.59
1/15/23,20:00,4963,7660,568,0,67,0,54,-930,0,1159,0,0,0,13542,17.68
1/15/23,21:00,4962,8085,584,0,67,0,47,-780,0,1675,0,0,0,14641,18.64
1/15/23,22:00,4962,8604,826,0,67,55,37,0,13,1916,0,0,0,16481,19.24
1/15/23,23:00,4962,10795,1469,0,67,463,39,0,272,841,0,0,0,18909,20.61
1/16/23,0:00,4962,10831,1541,0,67,864,65,0,226,1698,0,0,0,20254,20.49
1/16/23,1:00,4961,9875,1419,0,67,1250,62,0,255,2416,0,0,0,20306,20.48
1/16/23,2:00,4962,8724,879,0,67,1845,69,0,213,3245,0,0,0,20004,20.01
1/16/23,3:00,4962,8187,779,0,67,2216,73,-118,0,2763,0,0,0,18929,17.53
1/16/23,4:00,4962,8616,775,0,67,2072,72,-151,0,2972,0,0,0,19386,17.8
1/16/23,5:00,4962,8689,973,0,67,1673,102,-147,0,2834,0,0,0,19152,18.02
1/16/23,6:00,4962,9127,1643,0,67,1137,104,-417,0,2513,0,0,0,19136,18.76
1/16/23,7:00,4962,10915,1872,0,67,307,121,0,136,1325,0,0,0,19706,20.8
1/16/23,8:00,4960,12036,2025,0,67,2,112,0,242,828,0,0,0,20272,23.37
1/16/23,9:00,4960,11899,2027,0,67,0,103,0,132,1133,0,0,0,20322,22.1
1/16/23,10:00,4960,11049,1976,0,67,0,94,0,220,1368,0,0,0,19735,20.38
1/16/23,11:00,4959,9836,1670,0,67,0,95,0,227,2235,0,0,0,19088,20.1
1/16/23,12:00,4961,9509,1067,0,67,0,84,0,305,2392,0,0,0,18385,20.14
1/16/23,13:00,4962,8907,820,0,67,0,84,0,227,2356,0,0,0,17423,19.37
1/16/23,14:00,4962,8193,770,0,67,0,80,0,294,2081,0,0,0,16447,17.92
1/16/23,15:00,4962,7607,660,0,67,0,75,-255,0,2343,0,0,0,15459,18.26
1/16/23,16:00,4963,7779,630,0,67,0,65,-514,0,1973,0,0,0,14963,17.68
1/16/23,17:00,4962,7854,541,0,67,0,61,-211,0,2004,0,0,0,15278,18.78
1/16/23,18:00,4961,7801,534,0,67,0,69,0,193,1845,0,0,0,15471,17.8
1/16/23,19:00,4961,7831,536,0,67,0,75,-10,0,1952,0,0,0,15413,18.39
1/16/23,20:00,4961,7675,532,0,67,0,79,-131,0,2482,0,0,0,15665,18.93
1/16/23,21:00,4962,9551,558,0,67,0,81,0,310,1712,0,0,0,17240,21.61
1/16/23,22:00,4962,11074,871,0,67,92,56,0,290,1710,0,0,0,19123,23.08
1/16/23,23:00,4962,11673,1614,0,67,869,66,0,405,1447,0,0,0,21103,21.23
1/17/23,0:00,4962,10667,1676,0,67,1959,93,0,198,2051,0,0,0,21672,19.5
1/17/23,1:00,4962,8740,1439,0,67,3119,106,-427,0,2951,0,0,0,20958,18.02
1/17/23,2:00,4962,8949,784,0,67,3995,59,-356,0,2022,0,0,0,20483,17.82
1/17/23,3:00,4963,8685,692,0,67,4157,31,-784,0,1497,0,0,0,19308,16.12
1/17/23,4:00,4962,8913,676,0,67,3766,21,-506,0,1714,0,0,0,19612,18.04
1/17/23,5:00,4963,8900,863,0,67,2804,18,-164,0,1946,0,0,0,19397,18.87
1/17/23,6:00,4962,9484,1518,0,67,1348,8,0,66,1861,0,0,0,19315,19.76
1/17/23,7:00,4962,11048,1811,0,67,321,5,0,225,1417,0,0,0,19857,20.8
1/17/23,8:00,4962,12074,2005,0,67,2,3,0,173,1244,0,0,0,20530,23.65
1/17/23,9:00,4962,11956,1938,0,67,0,1,0,138,1471,0,0,0,20533,23.76
1/17/23,10:00,4961,12190,1798,0,67,0,1,0,132,714,0,0,0,19862,21.98
1/17/23,11:00,4961,12094,1507,0,67,0,0,0,39,517,0,0,0,19186,20.58
1/17/23,12:00,4962,11859,1015,0,67,0,0,0,0,544,0,0,0,18447,20.19
1/17/23,13:00,4961,10715,786,0,67,0,0,-236,0,1137,0,0,0,17431,19.19
1/17/23,14:00,4961,10475,737,0,67,0,1,-1401,0,1647,0,0,0,16488,18.35
1/17/23,15:00,4962,9357,644,0,67,0,3,-1402,0,1837,0,0,0,15469,18.21
1/17/23,16:00,4962,8923,611,0,67,0,9,-538,0,993,0,0,0,15027,17.68
1/17/23,17:00,4961,8970,546,0,67,0,9,-243,0,931,0,0,0,15240,17.67
1/17/23,18:00,4962,9268,532,0,67,0,19,0,198,407,0,0,0,15453,17.66
1/17/23,19:00,4961,9253,526,0,67,0,38,-268,0,732,0,0,0,15311,17.73
1/17/23,20:00,4962,9673,531,0,67,0,46,-452,0,751,0,0,0,15577,17.96
1/17/23,21:00,4961,10810,538,0,67,0,47,-344,0,852,0,0,0,16931,19.56
1/17/23,22:00,4962,11801,975,0,67,61,54,0,113,695,0,0,0,18728,20.74
1/17/23,23:00,4962,12372,1610,0,67,629,61,0,369,939,0,0,0,21009,22.68
1/18/23,0:00,4963,11560,1698,0,67,1498,50,0,299,1626,0,0,0,21760,21.77
1/18/23,1:00,4963,10171,1380,0,67,2751,47,-12,0,1645,0,0,0,21013,19.37
1/18/23,2:00,4962,9973,787,0,67,3130,46,-120,0,1799,0,0,0,20644,18.57
1/18/23,3:00,4962,9765,714,0,67,2554,49,-194,0,1731,0,0,0,19648,13.45
1/18/23,4:00,4962,9841,753,0,67,2051,65,0,94,2458,0,0,0,20291,17.71
1/18/23,5:00,4962,9234,906,0,67,1406,73,0,140,3110,0,0,0,19899,18.39
1/18/23,6:00,4962,9692,1444,0,67,978,64,-56,0,2627,0,0,0,19779,18.64
1/18/23,7:00,4961,11047,1830,0,67,274,64,0,312,1681,0,0,0,20236,20.66
1/18/23,8:00,4961,12009,2156,0,67,2,49,0,331,1000,0,0,0,20576,23.37
